,Date,News,Price,fear-and-greed-index
187,10/18/2021,"The crypto industry has been bolstered by mainstream acceptance in the finance world over the past two years and, after a rocky few months, it ...",1,81
188,10/18/2021,"The first bitcoin-linked exchange-traded fund will make its debut officially on Tuesday.The much-anticipated ETF from ProShares, which will track the bitcoin futures market, will begin ...",1,81
189,10/16/2021,Morgan Creek Capital Management’s Mark Yusko believes bitcoin’s rapid run higher could spark short-term consolidation.,0,79
190,10/16/2021,"The bitcoin futures ETF from ProShares will begin trading in the week ahead, an amended filing from the company indicated late Friday, marking a milestone ...",0,79
191,10/16/2021,CNBC’s Kate Rooney discusses how the global chip shortage has affected bitcoin mining.,0,79
192,10/16/2021,Morgan Creek Capital Management’s Mark Yusko calls bitcoin “digital gold” and gives a deflation warning.,0,79
193,10/16/2021,CNBC’s Bob Pisani highlights the first Bitcoin futures ETF that begins trading on Tuesday. Pisani discusses how this ETF could be halted before Tuesday and ...,0,79
194,10/16/2021,"Grayscale Investments plans on filing an application to convert the world’s biggest bitcoin fund into a spot ETF early next week, according to a person ...",0,79
195,10/16/2021,"The Securities and Exchange Commission is set to let the first U.S. bitcoin futures exchange-traded funds start trading next week, since the SEC isn’t likely ...",0,79
196,10/16/2021,"The ProShares Bitcoin Strategy exchange-traded fund hit the market on Tuesday as the first U.S. bitcoin-linked exchange-traded fund.Trading under the ticker ‘BITO,’ the fund tracks ...",0,79
197,10/16/2021,Square CEO Jack Dorsey said late on Friday the company might jump into the bitcoin mining business.Dorsey tweeted that the company is considering a “bitcoin ...,0,79
198,10/14/2021,CNBC’s Jim Cramer said Thursday he would be a seller of digital currencies if the Securities and Exchange Commission were to approve any of the ...,0,77
199,10/14/2021,CNBC’s Jim Cramer said Thursday he would be a seller of digital currencies if the Securities and Exchange Commission were to approve any of the ...,0,77
200,10/14/2021,"Tom Lee, Fundstrat Global co-founder, joins ‘TechCheck’ to talk supply-chain pain. Lee takes a look at how supply chain struggles could hit the technology sector, ...",0,77
201,10/14/2021,"Tom Lee, Fundstrat Global co-founder, joins ‘TechCheck’ to talk supply-chain pain. Lee takes a look at how supply chain struggles could hit the technology sector, ...",0,77
202,10/12/2021,"Van Eck Associates CEO Jan van Eck and Todd Rosenbluth, senior director of ETF and mutual fund research at CFRA Research, discuss the prospects for ...",0,76
203,10/12/2021,It may not be too late if you missed out on bitcoin’s rally. Bank of America Global Research analysts picked 12 stocks to buy if ...,0,76
204,10/8/2021,"CNBC.com’s MacKenzie Sigalos brings you the day’s top business news headlines. On today’s show, CNBC.com’s Tanaya Macheel explains what makes this latest bitcoin rally different ...",1,66
205,10/8/2021,"CNBC.com’s MacKenzie Sigalos brings you the day’s top business news headlines. On today’s show, CNBC.com’s Tanaya Macheel explains what makes this latest bitcoin rally different ...",1,66
206,10/8/2021,"Senator Cynthia Lummis, R-Wyo., just disclosed a sizable bitcoin purchase as the crypto supporter continued to grow her stake in the volatile asset.The Republican senator ...",1,66
207,10/8/2021,"A growing number of El Salvadorans have experimented with bitcoin since the country became the first to adopt it as legal tender last month, with ...",1,66
208,10/6/2021,"Bitcoin rebounded back above $55,000 on Wednesday, and analysts believe a base may be building for a sustainable rally from here. More investors are becoming ...",1,67
209,10/6/2021,"Bitcoin jumped to a nearly five-month high above $55,000 on Wednesday, extending its rally from the previous day as institutions jumped in to try to ...",1,67
210,10/4/2021,"Kavita Gupta, Fintech.TV co-founder and Delta Blockchain Fund founder, join CNBC’s “Squawk Box” to discuss bitcoin’s recovery after last week’s crash.",1,58
211,10/4/2021,"Jamie Dimon, JPMorgan Chase chairman and CEO, remains a skeptic of bitcoin, the largest cryptocurrency by market value.“It’s got no intrinsic value. And regulators are ...",1,58
212,10/2/2021,"Sam Bankman-Fried, FTX CEO, joins ‘Closing Bell’ to discuss the jump in bitcoin, the greatest barriers to crypto, the regulatory landscape and more.",0,57
213,10/2/2021,CNBC.com’s MacKenzie Sigalos explains how El Salvador is using geothermal energy to mine bitcoin. The country’s president has staked his reputation on the success of ...,0,57
214,9/30/2021,"2021 has been a great year for bitcoin mining in America as new talent — and equipment — flood the market, but some states are ...",1,55
215,9/30/2021,"Social Capital’s Chamath Palihapitiya joins Delivering Alpha to discuss cryptocurrencies, NFTs and his strategy for investing.",1,55
216,9/24/2021,I’ve noted in past commentaries that sovereign nations have the power to regulate and eliminate any competitor to their own currencies. One country took that ...,0,47
217,9/24/2021,"CNBC’s “Squawk Box” team discusses the People’s Bank of China saying services offering trading, order matching, token issuance and derivatives for virtual currencies are strictly ...",0,47
218,9/24/2021,Some crypto holders in China and Hong Kong are scrambling to find a way to safeguard their bitcoin and other tokens after China’s central bank ...,0,47
219,9/24/2021,"Twitter is set to enable tipping in bitcoin through the crypto wallet app Strike. Jack Mallers, Strike founder and CEO, joins ‘Power Lunch’ to discuss ...",0,47
220,9/22/2021,Robinhood is debuting a feature that gives traders more control over digital tokens in its latest expansion in the cryptocurrency space.The newly public brokerage is ...,1,27
221,9/20/2021,"Bitcoin’s trademark volatility is again rearing its head, showing investors the risk they’re signing up for when they put money into the cryptocurrency.The digital coin ...",0,42
222,9/20/2021,"The overall cryptocurrency market took a hit on Monday morning, with the price of bitcoin, the largest cryptocurrency by market value, falling below $44,000. It’s ...",0,42
223,9/20/2021,The price of bitcoin dropped sharply Monday as investors began shedding risk amid a global equity markets decline.Many people have argued that bitcoin is most ...,0,42
224,9/16/2021,"The bitcoin price chart has flashed a bullish signal seen as an indicator that a big rally could be on the way.On Tuesday, the cryptocurrency ...",0,40
225,9/14/2021,Ark Invest founder Cathie Wood sat down with CNBC’s Andrew Ross Sorkin at the SALT conference in New York earlier this week to share her ...,1,36
226,9/8/2021,"Michael Casey, Coindesk chief content officer, joins ‘Power Lunch’ to discuss the El Salvador bitcoin rollout, why the government adopted bitcoin as an official currency ...",0,30
227,9/8/2021,"CNBC.com’s Pippa Stevens brings you the day’s top business news headlines. On today’s show, CNBC.com’s MacKenzie Sigalos explains El Salvador’s rollout of bitcoin acceptance nationwide, ...",0,30
228,9/8/2021,"James Athey, senior investment manager at Aberdeen Standard Investments, discusses cryptocurrencies, the latest U.S. jobs data and market trends.",0,30
229,9/8/2021,"Matt Hougan, Bitwise Asset Management CIO, joins ‘Squawk on the Street’ to discuss the crash of bitcoin yesterday, if bitcoin can continue to rebound higher ...",0,30
230,9/4/2021,"The price of bitcoin climbed over $51,000 on Friday, reaching its highest level since the middle of May.Investors say bitcoin’s movement coincided with hundreds of ...",0,63
231,9/4/2021,"HOUSTON – On a residential back street of Houston, in a 150,000 square-foot warehouse safeguarding high-end vintage cars, 200 oil and gas execs and bitcoin ...",0,63
232,8/23/2021,"The cryptocurrency market is starting the week off strong.Bitcoin, the largest cryptocurrency by market value, hit a more than three-month high on Sunday, topping $50,000, ...",1,74
233,8/23/2021,"CNBC’s Kate Rooney reports on the bitcoin rally that’s taking the cryptocurrency above $50,000.",1,74
234,8/23/2021,"Bitcoin hit $50,000 on Sunday to reach a more than 3-month high, as the cryptocurrency continues to rebound.The digital coin rose above that level around ...",1,74
235,8/23/2021,"CNBC’s “Squawk Box” team discusses the future of cryptocurrencies with Kristin Smith, executive director of the Blockchain Association, and Anthony Pompliano, founder and partner of ...",1,74
236,8/19/2021,"An Ohio man pleaded guilty in a money laundering conspiracy in which he moved more than $300 million worth of bitcoin to help users, including ...",1,62
237,8/19/2021,"It’s no secret that Jack Dorsey, CEO of Twitter and Square, loves bitcoin, the largest cryptocurrency by market value.In fact, the bitcoin maximalist has touted ...",1,62
238,8/19/2021,"Wild swings in cryptocurrencies will eventually drive bitcoin investors to return to gold, says the executive chairman of gold mining firm Evolution Mining.Jake Klein said ...",1,62
239,8/17/2021,"Though the meme-inspired cryptocurrency dogecoin was created as a joke and its creators never intended for it to be taken seriously, billionaire Mark Cuban sees ...",0,74
240,8/17/2021,"The entire cryptocurrency market climbed to more than $2 trillion over the weekend for the first time since mid-May.Bitcoin, one of the more popular digital ...",0,74
241,8/17/2021,"Alyse Killeen, managing partner of bitcoin-focused venture capital firm Stillmark Capital, weighs in on the latest moves in the cryptocurrency market.",0,74
242,8/13/2021,CNBC’s MacKenzie Sigalos reports on the family that has bitcoin stored on four different continents after betting big on the cryptocurrency when it was $900.,1,70
243,8/13/2021,"It just got harder and less profitable to mine for bitcoin.Every 2016 blocks, or about every two weeks, bitcoin resets how tough it is for ...",1,70
244,8/11/2021,"Didi Taihuttu, along with his wife and three kids, liquidated all of their assets and bought bitcoin in 2017, back when it was trading at ...",1,74
245,8/9/2021,"Danny Nelson, Reporter at Coindesk, joins Worldwide Exchange to discuss crypto’s latest moves.",1,71
246,8/9/2021,"The price of bitcoin broke past $46,000 on Monday morning after a high stakes weekend for the crypto industry as the Senate continued debating the ...",1,71
247,8/9/2021,"CNBC’s ETF Edge is dedicated to the fastest-growing trend in investing right now: ETFs. Every Monday, Bob Pisani will be joined by a panel of ...",1,71
248,8/9/2021,SEC Chair Gary Gensler has indicated that he’s in no rush to approve pure bitcoin ETFs. But what about bitcoin futures? David Lavelle from Grayscale ...,1,71
249,8/9/2021,Some of the biggest credit card companies on the planet are trying to make it easier than ever to spend and earn bitcoin.But accountants and ...,1,71
250,8/9/2021,SEC Chair Gary Gensler has indicated that he’s in no rush to approve pure bitcoin ETFs. But what about bitcoin futures? David Lavelle from Grayscale ...,1,71
251,8/5/2021,"The price of ether, the world’s second-biggest cryptocurrency, is surging this week. Analysts think they know why — and one says it could have more ...",1,73
252,8/3/2021,"The head of the SEC says crypto assets need a lot more regulation before they can move forward.“This asset class is rife with fraud, scams, ...",0,75
253,8/3/2021,"The SEC will give their decision on an application for the country’s first bitcoin ETF. Kristin Smith, Blockchain Association executive director, joins ‘Squawk Box’ to ...",0,75
254,8/1/2021,"For years, the IRS has taken a chunk of crypto mining revenue from all U.S. taxpayers. But one company is now trying to help crypto ...",0,77
255,7/30/2021,"MicroStrategy CEO Michael Saylor on Friday defended his enterprise software company’s debt-financed purchases of bitcoin, telling CNBC he sees buying the cryptocurrency right now as ...",1,80
256,7/30/2021,"CNBC’s “Squawk Box” team discusses crypto and bitcoin volatility with Bart Smith, Susquehanna’s head of digital asset group.",1,80
257,7/30/2021,MicroStrategy CEO Michael Saylor joins “Squawk on the Street” to discuss the company’s earnings and bitcoin strategy.,1,80
258,7/28/2021,"Sen. Elizabeth Warren told CNBC on Wednesday she’s skeptical that bitcoin will prove to be a reliable hedge against inflation over the long run, a ...",1,76
259,7/28/2021,"Idan Abada is on a mission to democratize bitcoin mining. As far as he’s concerned, minting new coin isn’t just for the pros. His message ...",1,76
260,7/28/2021,"CNBC.com’s MacKenzie Sigalos brings you the day’s top business news headlines. On today’s show, CNBC.com’s Lora Kolodny explains Tesla’s record-breaking quarter, and why it’s so ...",1,76
261,7/26/2021,El Salvador is the first country to declare bitcoin legal tender. But the experiment raises big questions about what will happen next — for bitcoin ...,1,67
262,7/26/2021,"After a sell-off last week, bitcoin, the largest cryptocurrency by market value, began to rally over the weekend. Its price topped $40,000 for the first ...",1,67
263,7/26/2021,"Bitcoin surged above $39,000 for the first time since mid-June as sentiment turned bullish following a recent sell-off. It comes after news that Amazon’s payments ...",1,67
264,7/26/2021,"CNBC’s Jim Cramer joins the “Squawk Box” team to break down what he’s watching in the markets today, including Chinese stocks and crypto.",1,67
265,7/26/2021,"Bitcoin surged above $40,000 for the first time in nearly six weeks on Monday as sentiment turned bullish following a recent sell-off.The cryptocurrency traded above ...",1,67
266,7/24/2021,"For Matthew Roed, Social Security is looking a lot less promising than the money he’s stashed away in his BitcoinIRA.Roed is a registered nurse living ...",1,72
267,7/22/2021,Tesla CEO Elon Musk said the company will likely start accepting bitcoin for vehicle purchases again.“It looks like bitcoin is shifting a lot more toward ...,1,62
268,7/22/2021,CNBC’s Kate Rooney takes a look at bitcoin’s performance Wednesday as well as comments from Elon Musk on the crypto space.,1,62
269,7/22/2021,"SINGAPORE — Shares in Asia-Pacific were higher on Thursday, with markets in Japan closed for a holiday.Hong Kong’s Hang Seng index was among the biggest ...",1,62
270,7/22/2021,"LONDON — Anne Boden, the CEO of British fintech start-up Starling, is worried about cryptocurrencies.Some digital currency exchanges are “quite dangerous,” Boden said, adding the ...",1,62
271,7/22/2021,"Billionaire Jack Dorsey, CEO of Twitter and Square, has been a consistent advocate for bitcoin, the largest cryptocurrency by market value.During “The B-Word” conference, an ...",1,62
272,7/22/2021,"Tesla and SpaceX CEO Elon Musk spoke on a panel at The B Word conference, an event hosted by the Crypto Council for Innovation, about ...",1,62
273,7/22/2021,Square CEO Jack Dorsey has high hopes for digital asset and aspiring currency bitcoin.“My hope is that it creates world peace or helps create world ...,1,62
274,7/20/2021,The crypto market has lost nearly $90B in the last 24 hours. CNBC’s Kate Rooney reports what’s behind the drop.,0,57
275,7/20/2021,"The price of bitcoin dropped below $30,000 late Monday night for the first time since Jun. 22, dragging other digital coins lower with it.Bitcoin is ...",0,57
276,7/20/2021,"Bitcoin is falling, again.The popular cryptocurrency slumped as much as 5% on Tuesday, dropping below the key $30,000 level for the first time since June ...",0,57
277,7/16/2021,Anthony Scaramucci joins Halftime Report to dispute Jeffrey Gundlach’s claims yesterday regarding the bitcoin bear market. He defends his decision to hold his investments in ...,0,64
278,7/16/2021,"The U.S. is home to nearly 17% of the whole world’s bitcoin miners, but the migration of bitcoin miners to the U.S. began well before ...",0,64
279,7/16/2021,Payments company Square is launching a business dedicated to “decentralized financial services” using bitcoin.Square CEO and bitcoin bull Jack Dorsey said on Twitter late Thursday ...,0,64
280,7/14/2021,"One evening this spring, Strike CEO Jack Mallers was eating at a sushi restaurant in San Salvador with a couple of his friends when he ...",1,60
281,7/12/2021,"As bitcoin and ether remain in the red on Monday, here are five things worth knowing in crypto from the past week – from Jack ...",0,68
282,7/8/2021,The price of bitcoin dropped Thursday as investors began shedding risk amid an equity markets decline. Fears of a slowing global economic comeback caused by ...,0,62
283,7/8/2021,"Michael Novogratz, Galaxy Digital CEO and chairman, joined “Squawk Box” on Thursday to discuss what he’s seeing in the crypto market as well as some ...",0,62
284,7/8/2021,"“We’re consolidating in here between [$30,000 and $35,000]. What we’re seeing is Asia sells it off, and then the U.S. buys it back,” Galaxy Digital ...",0,62
285,7/8/2021,CNBC’s Jim Cramer explains what he thinks could be moving the markets and bitcoin lower Thursday morning.,0,62
286,7/6/2021,"Bitcoin was hovering around the $33,000 level after the long weekend, which is about half of what it was worth back in April. These price ...",1,44
287,7/6/2021,"Summer on Seneca Lake, the largest of the Finger Lakes in upstate New York, is usually a time of boating, fishing, swimming and wine tasting. ...",1,44
288,7/4/2021,"As institutional investors become more comfortable with bitcoin, many have also taken an interest in ether, the native currency of the most widely used blockchain-based ...",1,53
289,7/2/2021,"John Todaro of Needham joins “Squawk on the Street” to discuss the CNBC Stock Survey, which found that 44 percent of participants saw bitcoin falling ...",1,41
290,7/2/2021,"Bitcoin’s mining difficulty is set to drop about 27% Friday by some estimates, as it seeks to make up for the lost computing power that ...",1,41
291,6/30/2021,"This is an excerpt from CNBC Make It’s weekly newsletter. Subscribe here.Starting in July, one small 401(k) provider will offer plan participants the option to ...",0,55
292,6/30/2021,"CNBC.com’s Pippa Stevens brings you the day’s top business news headlines. On today’s show, CNBC’s Kate Rooney explains why highly-watched fund Ark Invest is interested ...",0,55
293,6/30/2021,Cathie Wood’s Ark Invest is creating a bitcoin exchange-traded fund in partnership with 21Shares. The SEC last week again postponed a decision to approve the ...,0,55
294,6/30/2021,"Jason Guthrie, head of digital assets at WisdomTree, discusses the long-term performance of bitcoin and investors’ best access points to the digital currency.",0,55
295,6/30/2021,"Less than six months into her first term as a U.S. Senator, Wyoming Republican Cynthia Lummis has taken up the cause of creating a more ...",0,55
296,6/30/2021,"Victor Jones, Tastytrade head of global strategy, comments on Cathie Wood’s announcement that she’s going to try and start a bitcoin ETF. With CNBC’s Mike ...",0,55
297,6/30/2021,Senator Cynthia Lummis (R-Wyo.) spoke with CNBC’s Ylan Mui about why she invests in bitcoin and is making the case for crypto to be an ...,0,55
298,6/30/2021,China cracking down on bitcoin mining and Elon Musk suspending Tesla’s acceptance of bitcoin due to the large amounts of energy it takes to mine ...,0,55
299,6/28/2021,Michael Saylor from Microstrategy says China’s crackdown on bitcoin mining forced an ‘exodus’ of capital from the east to west.,0,58
300,6/28/2021,"After a stream of reports regarding China’s renewed crackdown on cryptocurrency mining on June 21, bitcoin briefly dropped below $30,000 last week. Other top cryptocurrencies ...",0,58
301,6/28/2021,"Nic Carter, Castle Island Ventures general partner and Coin Metrics co-founder, joins “TechCheck” to discuss bitcoin’s future as Binance faces a ban in the U.K.",0,58
302,6/28/2021,CNBC’s Carl Quintanilla reports on Tom Brady’s frustration with cryptocurrency bitcoin.,0,58
303,6/28/2021,Mexico’s central bank issued a statement Monday saying cryptocurrencies like bitcoin are not legal tender and are prohibited from being used in the country’s financial ...,0,58
304,6/28/2021,"Football star Tom Brady, who recently came out as a bitcoin bull, acknowledged that prices have dropped since he revealed his support for the cryptocurrency ...",0,58
305,6/28/2021,CNBC’s Jim Cramer gives his first take on the week ahead.,0,58
306,6/28/2021,"CNBC’s Jim Cramer said Monday he recently added to his holdings of ether, the world’s second-largest cryptocurrency by market value.The “Mad Money” host had trimmed ...",0,58
307,6/28/2021,CNBC’s Jim Cramer gives his first take on the week ahead.,0,58
308,6/24/2021,"Katie Stockton, Fairlead Strategies, and Louis Navellier, Navellier & Associates, join ‘Power Lunch’ to discuss bitcoin’s volatility and if they think the crypto could head ...",1,41
309,6/24/2021,"CNBC’s Kate Rooney reports from Rockdale, Texas about why bitcoin miners are headed there to mine crypto despite the state’s weak energy grid.",1,41
310,6/24/2021,When a cryptocurency token called titan dropped from more than $60 to several thousandths of a cent in the space of a few hours earlier ...,1,41
311,6/24/2021,"With China cracking down on cryptocurrencies, it may soon become much easier — and more profitable — to mine bitcoin.Last month, Beijing called for measures ...",1,41
312,6/24/2021,"China’s bitcoin crackdown intensified over the weekend, with authorities in the hydropower-rich Sichuan province ordering crypto miners to shut down operations. According to reports, more ...",1,41
313,6/24/2021,JPMorgan is maintaining its bearish outlook on bitcoin despite the rebound in its price after its big dip earlier in the week.Institutional investors — who ...,1,41
314,6/22/2021,"A recent bitcoin conference in Miami drew a mix of professionals who have wholeheartedly embraced the cryptocurrency.Yet David Ramirez, chief investment officer at ForUsAll, said ...",1,46
315,6/22/2021,"The S&P 500 ended Tuesday just short of a new closing record, while the tech-heavy Nasdaq Composite climbed to an all-time high as bitcoin staged ...",1,46
316,6/22/2021,"One in 3 investors consider cryptocurrency “rat poison,” according to the results of a JPMorgan survey published on Tuesday.The bank said that one in three ...",1,46
317,6/22/2021,"“We had China really be much more forceful in their idea to ban cryptocurrency. That’s created a retail deleveraging,” Crypto investor Mike Novogratz told CNBC’s ...",1,46
318,6/22/2021,"Van Eck’s bitcoin ETF proposal has hit yet another bump in the road, but its CEO isn’t backing down.The Securities and Exchange Commission said in ...",1,46
319,6/22/2021,Bitcoin took another leg lower Monday after China ramped up its crackdown on crypto mining. Bitcoin mines in Sichuan shut down over the weekend with ...,1,46
320,6/22/2021,"Bitcoin faces a rough technical picture in the near term, Wall Street strategist Tom Lee told CNBC on Tuesday, after the cryptocurrency sank below $30,000 ...",1,46
321,6/22/2021,"Bitcoin continued its volatile streak on Tuesday, starting the day with a tumble below the key $30,000 level and then a rally completely back into ...",1,46
322,6/22/2021,"The price of bitcoin slumped to a pivotal level after it fell to a two-week low early Monday.Bitcoin hovered around $32,000 range throughout the day, ...",1,46
323,6/22/2021,"Crypto investor Mike Novogratz told CNBC on Tuesday that bitcoin faces near-term uncertainty after falling below $30,000, but he maintained a long-term positive outlook.Bitcoin has ...",1,46
324,6/22/2021,"China’s renewed crackdown on the cryptocurrency industry has wiped off around $400 billion in value from the total digital currency market since Friday, when a ...",1,46
325,6/22/2021,John Petrides of Tocqueville Asset Management and Ari Wald of Oppenheimer discuss the latest moves in bitcoin.,1,46
326,6/22/2021,"The price of bitcoin fell below the key level of $30,000 on Tuesday, turning negative for the year, before recovering. We asked five experts to ...",1,46
327,6/22/2021,"DataTrek Research co-founder Nick Colas joins ‘Closing Bell’ to discuss the Fed’s impact on cryptocurrency, adding that people should buy bitcoin when it’s ‘boring.’",1,46
328,6/22/2021,"Tom Lee, Fundstrat Global Advisors, joins ‘Tech Check’ to discuss what’s behind the drop in bitcoin, his outlook for the cryptocurrency and why he says ...",1,46
329,6/22/2021,"For cryptocurrency investors, new developments from leading exchange Coinbase have become a bad omen.The price of cryptocurrencies were struggling again on Tuesday, with the price ...",1,46
330,6/22/2021,"Tom Lee, Fundstrat Global Advisors, joins ‘Tech Check’ to discuss what’s behind the drop in bitcoin, his outlook for the cryptocurrency and why he says ...",1,46
331,6/20/2021,"The following Is a partial transcript of Big Technology Podcast, edited for length and clarity. You can listen to the full episode on Apple Podcasts, ...",1,56
332,6/18/2021,Tusk Ventures CEO Bradley Tusk joins ‘Closing Bell’ to discuss the technology industry. He also talks about the environmental issues surrounding bitcoin and cryptocurrency.,0,71
333,6/18/2021,Nearly half of the world’s bitcoin miners reside in China and the country is now kicking them out. This comes after miners in Beijing failed ...,0,71
334,6/18/2021,Goldman Sachs’ efforts to help hedge funds and other big institutional clients wager on bitcoin have taken a step forward.The bank has begun trading bitcoin ...,0,71
335,6/18/2021,"CNBC.com’s Pippa Stevens brings you the day’s top business news headlines, and what to watch as the coronavirus pandemic continues to keep most of America ...",0,71
336,6/18/2021,CNBC’s Mackenzie Sigalos reports on the Fed’s inflation forecast and how it’s impacting bitcoin and other cryptocurrencies.,0,71
337,6/18/2021,"Bitcoin, the world’s best known cryptocurrency, has a few flaws — and that’s triggered other digital currencies to come up with more viable options, according ...",0,71
338,6/18/2021,MIAMI – Mayor Francis Suarez says Miami’s doors are open to bitcoin miners in China who are currently scrambling to find a new home after ...,0,71
339,6/18/2021,Goldman Sachs’ efforts to help hedge funds and other big institutional clients wager on bitcoin have taken a step forward.The bank has begun trading bitcoin ...,0,71
340,6/18/2021,Goldman Sachs is ramping up its bitcoin trading. CNBC’s Hugh Son joins ‘Tech Check’ to discuss his reporting and what it could mean for institutional ...,0,71
341,6/14/2021,"SINGAPORE — Shares in Asia-Pacific were mixed in Monday trade, with multiple major markets in the region closed for holidays.The Nikkei 225 in Japan rose ...",1,59
342,6/14/2021,The dollar edged lower against a basket of major currencies on Monday but its moves were largely muted as traders awaited a much-anticipated U.S. Federal ...,1,59
343,6/14/2021,"Bitcoin’s price hopped over $40,000 on Monday following bullish comments by billionaire hedge fund manager Paul Tudor Jones.“I like bitcoin as a portfolio diversifier. Everybody ...",1,59
344,6/14/2021,"For years, bitcoin has been the currency of choice for virtually all ransomware attacks because it isn’t controlled by a central bank or government, but ...",1,59
345,6/14/2021,Bitcoin’s price surged after Tesla CEO Elon Musk said Sunday the electric vehicle maker could accept bitcoin transactions again in future. The cryptocurrency then took ...,1,59
346,6/14/2021,Tesla CEO Elon Musk on Sunday said the company will resume bitcoin transactions once it confirms there is reasonable clean energy usage by miners.“When there’s ...,1,59
347,6/14/2021,Paul Tudor Jones said Monday that bitcoin is a great way to protect his wealth over the long run and is part of his portfolio ...,1,59
348,6/12/2021,"A digital dollar won’t doom bitcoin, according to two cryptocurrency fund managers.As central banks around the world consider digitizing their fiat currencies, the trend could ...",0,57
349,6/12/2021,CNBC’s Jim Cramer is advising that investors who are searching for entry and exit points keep a close eye on both stock and cryptocurrency trades ...,0,57
350,6/12/2021,"“The charts, as interpreted by Tom DeMark, suggest that Bitcoin might take another month to bottom, while the S&P 500 could peak as soon as ...",0,57
351,6/10/2021,"Bitcoin is bouncing back from its recent lows.The cryptocurrency climbed nearly 9% on Wednesday after hitting a three-week bottom Tuesday, fueled in part by El ...",0,41
352,6/10/2021,"Todd Gordon of TradingAnalysis.com, and Delano Saporu of New Street Advisors Group, discuss bitcoin’s outlook after El Salvador pushed ahead with making the crypto a ...",0,41
353,6/10/2021,"Meat supplier JBS paid REvil hackers an $11 million ransom in bitcoin, according to a Wall Street Journal report.",0,41
354,6/10/2021,Bitcoin ETF hopefuls likely have a little longer to wait.The first exchange-traded fund based on the flagship cryptocurrency may not see approval for another two ...,0,41
355,6/10/2021,"Anthony Pompliano, Pomp Investment founder and partner, and Brian Kelly, Brian Kelly Capital founder, join ‘Power Lunch’ to discuss the price volatility of bitcoin, if ...",0,41
356,6/10/2021,Osprey Funds founder and CEO Greg King shares his predictions for the timeline of a bitcoin ETF receiving SEC approval with CNBC’s Bob Pisani.,0,41
357,6/10/2021,"Stefan Thomas really could have used a quantum computer this year.The German-born programmer and crypto trader forgot the password to unlock his digital wallet, which ...",0,41
358,6/10/2021,"Bitcoin surged on Thursday, a day after El Salvador passed a law to adopt bitcoin as legal tender.The cryptocurrency jumped 6% to more than $37,000. ...",0,41
359,6/10/2021,El Salvador just became the first country to adopt bitcoin as legal tender. Lawmakers in the country voted by a supermajority in favor of the ...,0,41
360,6/10/2021,"Banks must set aside enough capital to cover losses on any bitcoin holdings in full, global regulators proposed on Thursday, in a “conservative” step that ...",0,41
361,6/10/2021,"The U.S. recently faced a series of ransomware attacks on critical infrastructure such as the Colonial Pipeline, the city of Tulsa, and JBS, the world’s ...",0,41
362,6/8/2021,"The FBI and Department of Justice were able to recover most of the bitcoin paid in the Colonial Pipeline hack. Michael Bucella, BlockTower general partner, ...",0,35
363,6/8/2021,"Bitcoin’s bull case was on full display in Miami this weekend.A 12,000-person conference billed as the largest bitcoin-themed event in history highlighted the excitement and ...",0,35
364,6/8/2021,"Markets are mixed, bitcoin drops 7%, and the expanded Child Tax Credit readies for launch. Here’s how the news could affect your money.Markets close to ...",0,35
365,6/8/2021,"Bitcoin’s price slipped again Tuesday amid a brutal sell-off among digital currencies.The reason for the move was unclear, however it may be related to concerns ...",0,35
366,6/8/2021,Anthony Scaramucci of SkyBridge Capital discusses bitcoin’s growth this year and how the cryptocurrency could replace gold as a store of value in the future.,0,35
367,6/8/2021,"Greg King of Osprey Funds and Michael Sonnenshein of Grayscale Investments talk bitcoin ETF prospects, cryptocurrency regulation and the potential for a digital dollar with ...",0,35
368,6/8/2021,WASHINGTON — U.S. law enforcement officials said Monday they were able to recover $2.3 million in bitcoin paid to a criminal cybergroup involved in the ...,0,35
369,6/8/2021,"Marc Lasry, co-founder and CEO of Avenue Capital Group, joined “Squawk Box” on Tuesday to discuss his previous calls on bitcoin and where he expects ...",0,35
370,6/8/2021,"MIAMI – Crypto lingo and booze flowed freely as thousands of bitcoin enthusiasts descended on South Florida this weekend.At Bitcoin 2021, billed as the biggest ...",0,35
371,6/8/2021,"Jill Carlson, Slow Ventures venture partner and World Economic Forum Global Future Council, joins ‘Squawk on the Street’ to discuss the FBI’s recovery of the ...",0,35
372,6/8/2021,"Bitcoin’s price slipped again Tuesday. The reason for the move was unclear, however it may be related to concerns over security of the cryptocurrency after ...",0,35
373,6/6/2021,"MIAMI — El Salvador is looking to introduce legislation that will make it the world’s first sovereign nation to adopt bitcoin as legal tender, alongside ...",1,35
374,6/4/2021,Square CEO Jack Dorsey said Friday the company is looking into building a hardware bitcoin wallet that would give consumers greater control over the cryptocurrency ...,0,34
375,6/4/2021,"CNBC’s MacKenzie Sigalos reports from Miami where the world’s largest bitcoin conference is underway, discussing the future of the crypto currency and blockchain.",0,34
376,6/4/2021,Bitcoin’s price fell Friday morning after Elon Musk posted a tweet suggesting he’s fallen out of love with the world’s top cryptocurrency.The billionaire Tesla CEO ...,0,34
377,6/4/2021,"CNBC’s Mackenzie Sigalos reports from the world’s largest bitcoin conference in Miami, Florida.",0,34
378,6/4/2021,"CNBC’s MacKenzie Sigalos reports from Miami where the world’s largest bitcoin conference is underway, discussing the future of the crypto currency and blockchain.",0,34
